m,eta,tau,kappa,epsilon,mean r1,mean r2,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,s
5.0,0.3,0.8,0.2,0.04,0.20286857712368436,0.5732706753544182,4.848258633573934,6.136743489410875,6.136743861441502,6.136743793664138,6.136743930141094,6.136743880111609,2.663312280746979,2.6688342551478144,2.636074407786438,2.67264682660236,2.659840431415361,0.5883913463950923
5.0,0.3,0.8,0.2,0.041,0.22506392017994833,0.692664987640542,4.5704432407850035,5.969986451321198,5.969986458608524,5.969986457279752,5.969986460016877,5.969986459019616,2.2872162536362666,2.2884811084153043,2.2808741730067013,2.2893504775905384,2.2864174939880613,0.4523705866814836
5.0,0.3,0.8,0.2,0.042,0.22499249289774073,0.6927465533128517,4.656710538808817,6.020099433393476,6.020099439977308,6.020099438744488,6.020099441211947,6.020099440299269,2.397484847083284,2.398745454041851,2.391162157243649,2.399611830616628,2.3966887049371834,0.4801738951450401
5.0,0.3,0.8,0.2,0.043,0.22492252434102936,0.6928456919233641,4.542343432652466,5.95535146454116,5.955351464614374,5.955351464586634,5.955351464659849,5.955351464629381,2.2550865216761267,2.2553712435863744,2.253652275165983,2.255566688483519,2.2549064939947456,0.4465892313206329
5.0,0.3,0.8,0.2,0.044,0.22485158210986309,0.6929269413352991,4.6286729512651945,6.0049803587647475,6.004980358854787,6.004980358842509,6.004980358869794,6.004980358854787,2.3633429461022715,2.363627078340265,2.3619115709005527,2.3638221146887517,2.363163287897656,0.4707401259691158
