m,eta,tau,kappa,epsilon,mean r1,mean r2,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,s
5.0,0.3,0.8,0.2,0.04,0.20286857712368436,0.5732706753544182,4.848258633573934,6.136743489410875,6.136743861441502,6.136743793664138,6.136743930141094,6.136743880111609,2.663312280746979,2.6688342551478144,2.636074407786438,2.67264682660236,2.659840431415361,0.5883913463950923
5.0,0.3,0.79,0.2,0.04,0.22499391664332766,0.6927603403261374,4.523999562339519,5.943065979256367,5.943065986994803,5.943065985575082,5.943065988458635,5.943065987404985,2.2304860149086707,2.231776257657053,2.224016183581476,2.2326630599430572,2.229671207341049,0.44055958054987043
5.0,0.3,0.78,0.2,0.04,0.2248457797814613,0.6929662905363906,4.204929973101422,5.773766518421176,5.773766518569879,5.773766518561239,5.7737665185776095,5.7737665185776095,1.894367863453077,1.894666401301798,1.8928637699248938,1.8948713206999273,1.8941790915885903,0.431537126491287
